,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
910,Dog,7,West Highland White Terrier Westie,Female,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,"A female Mixed Terrier, around seven months old. She often wanders around my neighborhood (Klang Utama) and is a very friendly, gentle and playful dog. I believe that she could have been abandoned by her owner because she had a dog collar. However, there are some neighbors who hate dogs and would chase her away and threaten to hit her. She will run away and hide in the drain whenever she sees these people. I had tried to arrange a shelter for her with MDDB but the representative from MDDB refused to accept her because she claimed that their shelter home was already packed. Currently, I'm feeding her and also have provided a simple shelter for her outside my house. I hope to find a loving home for her as soon as possible because she is a young and lovely dog who deserves a good owner.",1,3
4933,Dog,3,Irish Setter,Male,Black,White,Medium,Long,No,No,Healthy,300,"I had 2 dog with me, so I would like to let someone to have quality time and love with snoopy.",4,4
9355,Dog,36,Dalmatian,Male,Black,White,Large,Short,Yes,No,Healthy,0,friendly and playfull,1,1
4529,Dog,3,Mixed Breed,Female,Black,No Color,Small,Medium,Yes,No,Healthy,0,"Active,healthy. Already vaccine and deworming on 3/2/17 and 28/2/17. Please save her and give her a sweet home. We will pay the neutering fees if u want to neuter her.",1,3
2421,Dog,4,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,For Adoption,2,2
2131,Cat,9,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,Tame and playful. Very cute. Must promise to spay / neuter.,9,3
8963,Dog,12,Mixed Breed,Female,Golden,Cream,Medium,Medium,Yes,Yes,Healthy,0,"Please click on Mercy's pictures for a clearer view! _____________________________________________________ Introducing Mercy! • Female adult, 1 year +, semi-long hair with brown spots around ears. • A gentle dog with people, other dogs and even cats (won't harm them). She likes to play catch, is active and at the same time enjoys cuddles (she will literally snuggle ON her person's lap, very manja). • Also enjoys being brushed and groomed. :) She fully on a kibble diet, waits for her daily walks before going for potty. _____________________________________________________ PLEASE READ (Note for potential owners): • Mercy should not be caged or leashed (unless temporarily). She's a freedom loving dog. • An adoption fee will apply for her spaying/vaccinations (with bills shown), please inquire. _____________________________________________________ Please drop me a call if you feel that you may be just the right person to give Mercy a home. Thank you! :)",3,3
9091,Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,No,No,Healthy,50,James Bond was a stray puppy rescued by Mdm Chong & Ms Grace Bong. He fought so hard not to be caught that he is named James Bond. James Bond is very quiet & reserved puppy who needs lots of love to open up to his new owner. James Bond is now ready for adoption in Seremban & can consider Klang Valley if transport can be arranged. Those interested please whatsapp or msg Ms Grace Bong tel no:,4,4
10779,Dog,24,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,"Rex was an abandoned and we believe abused dog that was rescued by a client from an area close to her workplace. The rescuer had seeked our services in bringing Rex personally to the clinic for treatment and to be boarded. He has been boarded in the clinic since March and is looking for a loving home. Efforts are being made to make this happen for Rex. Rex needs someone who will patiently want to know him for who he is. Rex loves to play fetch and he loves to gnaw on his chew bone. He loves them dental treats too :) A perfect guard dog because this boy is alert at all times, forget tip toeing away because he notices everything! Once he builds his trust in you, you could certainly find a loyal friend in him. His favourite past time is to sit and watch the world go by with you. Honesty is the best policy and these are my thoughts - Boarding is part of the services provided but it isn't the main function. If I'm lucky during my working hours, I could spend up to an hour plus with him but those days are harder to come by. Otherwise its after my working hours / when I'm off / working half day. His walks are only limited to the clinic's back lane and his view of the world is decreasing as months pass by in my opinion. Picture this, put ourselves in his shoes, who likes the same old mundane view and then its back to being caged the rest of the time and the cycle repeats? I get it that the rescuer is financing his stay but one must be realistic. I just don't think its healthy for Rex or any animal per say to be boarded for a long time, and in Rex's case, is he still going to be boarded until the end of the year? Next year? Look into his eyes..tell me you don't see what I see? There is a story there..All he needs is someone who is willing to decode it. His eyes do look sad to me too, its like as though he is crying out and wondering is this what his life is going to be like? Rescuing an animal is one thing but you also have to think about the animal's wellbeing too since he has been here since March! Its not about the money, its about his happiness. Other animals they come and go and Rex? He is just here. Its heartbreaking to see his life at a standstill like this. Just awaiting for someone to adopt him and the wait has extended for months and months. I do feel it a lot since I am the one who has the most contact with him. If I hadn't vigorously started getting the word out about Rex, no one would have really heard about him. The rescuer has never once visited him, nor was there any posters or flyers made on her part to be distributed. The last time she had asked about Rex was ages ago. If human beings could get depression, animals could too. Please introduce yourself by calling / e-mailing / dropping by the clinic if you want to give Rex a chance to be himself again.. Sincerely, Yasmin Kristy's Ark Senior Assistant",13,3
11009,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,"Max was rescued from roadside, one of his sister died because a car ran over the body. I feel pity and don't want this repeat again, so I brought him back. Hope anyone can give him a forever and love home.",3,3
10333,Cat,12,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,Yes,Minor Injury,0,"Angel had severe glaucoma resulting in the surgical removal of one eye last week. She lives as a stray and is fed by a kind lady. Since she only has one eye now, it would be so good if someone can adopt her as a home-pet. She is of very good temperament, is sociable and loving.",1,2
7807,Dog,96,Jack Russell Terrier,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,"Very friendly, sociable. Adopted from friend in Singapore but now travelling often so can't take care of him. Need caring and loving owner.",1,3
1292,Cat,3,Domestic Short Hair,Female,Yellow,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,"Very cute, loving and playful kitten looking for a good home",3,1
5807,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,"SMS if you would like to adopt Suzie. I will be on a client site and may not have access to my phone most of the time. Please leave a text message if I don't pick up. Will call or text back as soon as I can. ********************************************** Looking for a companion for life? Gentle Suzie will make the perfect companion for you and your family... This is Suzie, one of Foxy's pups that we rescued at the end of May . She is a very sweet dog and will be a great companion. She is also great with kids. She knows how to sit already, and is being potty trained. Suzie is fast learner and just wants to have a family to love. She is healthy and has received her first vaccination. She is now ready to go to her new home and family. ********************************** The terms & conditions for adoption are: 1. There is no adoption fee, but any donation is greatly welcome to defray the costs of deworming, vaccination, neutering and other medical costs. 2. An interview and a home visit will be conducted before the pups or Foxy are released to their new home. 3. They should not be caged or chained for long periods of time and should be treated as members of the family, and be given lots of love. 4. They must be provided with sufficient food, water, exercise, medical care (when necessary) and clean shelter from the heat and rain. 5. The pups MUST be neutered by the adopter when they are older - 3 months. This is NON-NEGOTIABLE. If you are unable to agree to the T&Cs above, please do not contact us.",13,3
6660,Cat,9,Tabby,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,Another successful adoption thanks to Petfinder. Romeo has been re-homed and will be much loved by his new owners,4,1
7439,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,200,WhatsApps,4,3
3882,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,I am lovely and smart.Looking for a forever home. If u are interested to gv me a home. Pls contact ,2,3
6019,Dog,8,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,200,"Mani is an 8-month old very friendly, loving, playful but quiet dog which belongs to my sister's friend. She will be very good for families with children because she is very gentle. My sister's friend cannot keep her any longer because he is going overseas to work. Mani is currently in SPCA and we are trying very hard to find her a good home as soon as possible as we do not want her to be euthanised. SPCA has dewormed, vaccinated & spayed her and that is why they are charging RM as adoption fees.",4,3
1225,Dog,3,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,No,Healthy,100,"Nancy is curious on everything new, loves to play and receive a hug!",1,4
3023,Dog,8,Mixed Breed,Male,Cream,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,He loves being around people and loves to play too. He will suit well to a family with kids and other friendly dogs as he loves playing with kids and other dogs.,3,4
3275,Cat,6,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,"Found this cute tabby at my front porch. He obviously belonged to somebody (he was dying to get into my house :) but his irresponsible owners left him at my house, perhaps hoping I would adopt him since I already have so many cats. But the problem is I cant since I already have so many cats! He has soulful orange eyes (yes orange, not yellow :) (uncommon for a ginger tabby) and a beautiful light golden orange striped coat. His fur is medium length and quite fluffy. He also has a very long and elegant tail. Personality wise he is a sweetheart. Very affectionate (manja), no matter how I shoo him away he keeps on coming begging to be given attention :) and he is also obedient, he listened when I said he can't come into the house. Therefore, despite being so manja he is also very independent. I'm looking for someone to give him a loving forever home that he obviously so desperately craves for. Pls email me if you are interested. I'm sure you wont regret it. PS: I prefer owners who would neuter him. Cant bear to know he will get into terrible fights or will just go missing from roaming around looking for females when he reach maturity.",6,2
